minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions,fitness
3.49,3.65,7.41,9.0,1.57,2.4,4.76,592.74,174.35,1.04,338.4,9.8,62.49,48.86,0.0,0.88
4.71,3.16,3.55,9.0,1.98,4.8,4.64,598.44,163.12,1.0,345.9,9.59,62.17,47.24,0.0,1.06
2.07,4.71,6.86,9.0,1.5,7.85,5.0,636.66,218.65,1.07,376.47,9.94,64.36,48.55,2.0,4.0
1.66,1.67,4.76,9.0,1.12,6.12,5.5,747.15,305.93,1.22,488.98,9.52,64.15,46.03,0.0,2.51
4.86,4.73,2.71,9.0,1.58,2.56,5.28,757.87,309.44,1.23,498.39,9.63,64.27,46.61,0.0,2.21
2.31,2.48,2.36,9.0,0.71,2.39,4.66,565.67,171.95,1.0,311.82,9.75,62.53,48.91,4.0,4.0
3.42,3.12,7.24,9.0,0.58,2.54,4.54,536.28,161.15,0.94,279.13,10.03,63.36,49.74,38.0,4.0
2.84,4.88,8.33,9.0,1.11,6.47,4.72,555.23,164.22,1.01,298.59,10.18,63.01,50.86,0.0,0.33
2.06,5.18,6.09,9.0,1.45,7.85,4.45,574.29,171.78,1.0,316.79,10.05,63.32,49.18,4.0,4.0
3.92,3.9,4.62,9.0,1.96,2.35,5.36,743.81,262.91,1.15,482.69,9.48,64.95,45.57,0.0,2.3
3.49,3.12,7.41,9.0,0.82,2.81,4.71,641.22,235.82,1.04,377.29,9.99,65.69,47.17,0.0,1.18
4.02,3.65,7.35,9.0,1.57,2.4,4.73,654.44,210.6,1.06,392.64,9.84,64.63,47.46,0.0,1.15
1.85,2.35,2.36,9.0,1.57,6.2,4.59,549.72,138.65,0.98,301.02,9.6,61.08,48.47,0.0,0.77
3.49,2.18,7.41,9.0,1.57,2.4,5.0,715.71,264.64,1.14,455.95,9.41,64.65,45.46,0.0,2.08
3.27,3.65,7.41,9.0,1.54,2.4,5.02,588.29,169.56,1.0,331.98,9.8,63.24,48.34,0.0,1.12
2.05,3.65,7.41,9.0,1.71,2.4,4.43,529.16,121.15,0.93,276.84,9.79,62.01,48.61,0.0,0.44
4.59,2.77,5.28,9.0,1.57,2.4,4.93,663.86,223.38,1.07,404.13,9.64,64.18,46.75,0.0,1.56
3.49,1.55,5.2,9.0,1.57,6.9,5.15,690.11,247.11,1.1,431.83,9.37,64.03,45.7,0.0,2.12
3.68,2.93,7.41,9.0,0.94,6.47,4.72,558.91,170.43,0.98,300.57,10.14,63.63,49.88,0.0,0.5
2.05,4.88,8.18,9.0,1.71,2.4,4.44,533.23,134.05,0.91,277.5,9.86,63.04,48.36,0.0,0.49
